segment,dts_median,dts_mean,dts_p25,dts_p75,sell_through_30d_pct,sold_30d_count,total_sold,total_items,price_p25,price_p50,price_p75,price_mean,avg_discount_pct,median_discount_pct,liquidity_score,liquidity_grade
Brand: SETA,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: SIMPLE,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: SINEQUANONE PARIS,,,,,0.0,0,0,1,8.0,8.0,8.0,8.0,,,,
Brand: STAND STUDIO,,,,,0.0,0,0,1,299.0,299.0,299.0,299.0,,,,
Brand: STRONGER,,,,,0.0,0,0,1,42.0,42.0,42.0,42.0,,,,
Brand: SUD Express,,,,,0.0,0,0,2,5.0,5.0,5.0,5.0,,,,
Brand: Salsa,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Samar Moda,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,2.8,2.8,2.8,2.8,0.0,0.0,98.32913618016975,A
Brand: Sample,,,,,0.0,0,0,1,49.0,49.0,49.0,49.0,,,,
Brand: Sandro,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,3,3,6,23.75,42.5,65.0,43.666666666666664,0.0,0.0,98.32913618016975,A
Brand: Sandro Ferrone,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,20.0,1,1,5,12.0,15.0,19.95,17.39,0.0,0.0,68.32913618016975,B
Brand: Sarah John,,,,,0.0,0,0,1,22.0,22.0,22.0,22.0,,,,
Brand: Sartorial,,,,,0.0,0,0,1,4.5,4.5,4.5,4.5,,,,
Brand: Satin,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Sazalaxa,,,,,0.0,0,0,2,20.5,22.0,23.5,22.0,,,,
Brand: Scarabeo,,,,,0.0,0,0,1,2.0,2.0,2.0,2.0,,,,
Brand: Season,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,3.5,4.0,4.5,4.0,0.0,0.0,98.32913618016975,A
Brand: Sedaycolor,,,,,0.0,0,0,1,75.0,75.0,75.0,75.0,,,,
Brand: See U Soon,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: Senes,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Sepia,,,,,0.0,0,0,1,16.0,16.0,16.0,16.0,,,,
Brand: Sessun,,,,,0.0,0,0,1,50.0,50.0,50.0,50.0,,,,
Brand: Set,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,2.0,3.0,4.0,3.0,0.0,0.0,98.32913618016975,A
Brand: Seven Sisters,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,7.0,7.0,12.5,10.666666666666666,0.0,0.0,98.32913618016975,A
Brand: Sfera,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,43.75,7,7,16,14.9975,18.494999999999997,19.99,17.511875,0.0,0.0,92.07913618016975,A
Brand: Shades,,,,,0.0,0,0,1,12.0,12.0,12.0,12.0,,,,
Brand: Shana,,,,,0.0,0,0,1,3.0,3.0,3.0,3.0,,,,
Brand: Shein,1.0025182918981481,1.002518291898148,1.0025182918981481,1.0025182918981481,44.827586206896555,78,78,174,3.0,5.0,8.0,6.265344827586207,0.0,0.0,93.15672238706631,A
Brand: Shein Curve,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,61.53846153846154,8,8,13,5.0,7.5,10.0,8.076923076923077,0.0,0.0,98.32913618016975,A
Brand: Shoeby,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,7.5,10.0,15.0,11.666666666666666,0.0,0.0,98.32913618016975,A
Brand: Sia mastour,,,,,0.0,0,0,1,26.5,26.5,26.5,26.5,,,,
Brand: Silk Maison,,,,,0.0,0,0,1,200.0,200.0,200.0,200.0,,,,
Brand: Silvian Heach,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,11.0,14.0,17.0,14.0,0.0,0.0,98.32913618016975,A
Brand: Simona Blu,,,,,0.0,0,0,1,12.0,12.0,12.0,12.0,,,,
Brand: Sinéquanone,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,4,4,4,10.625,12.5,16.0,14.125,0.0,0.0,98.32913618016975,A
Brand: Sirashi,,,,,0.0,0,0,1,30.0,30.0,30.0,30.0,,,,
Brand: Sisley,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,10.0,15.0,20.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Sissy Boy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,30.0,30.0,30.0,30.0,0.0,0.0,98.32913618016975,A
Brand: Sisters Point,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,8.0,14.0,20.0,14.0,0.0,0.0,98.32913618016975,A
Brand: Sixth June,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,30.0,30.0,30.0,30.0,0.0,0.0,98.32913618016975,A
Brand: Skunkfunk,,,,,0.0,0,0,3,13.5,15.0,26.5,21.666666666666668,,,,
Brand: Soft Paris,,,,,0.0,0,0,1,30.0,30.0,30.0,30.0,,,,
Brand: Sonic London,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Soyaconcept,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Split,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: Sportalm Kitzbühel,,,,,0.0,0,0,1,55.0,55.0,55.0,55.0,,,,
Brand: Springfield,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,75.0,3,3,4,4.75,5.0,8.75,8.5,0.0,0.0,98.32913618016975,A
Brand: St. Tropez,,,,,0.0,0,0,1,40.0,40.0,40.0,40.0,,,,
Brand: Starlite,,,,,0.0,0,0,1,14.9,14.9,14.9,14.9,,,,
Brand: Stefanel,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,14.5,23.0,39.0,28.0,0.0,0.0,81.66246951350308,A
Brand: Stella & Suzie,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,36.25,42.5,48.75,42.5,0.0,0.0,98.32913618016975,A
Brand: Stella Bianca,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Stella Nova,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,38.0,38.0,38.0,38.0,0.0,0.0,98.32913618016975,A
Brand: Steps,,,,,0.0,0,0,1,7.5,7.5,7.5,7.5,,,,
Brand: Stilonoir,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Stockerpoint,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,140.0,140.0,140.0,140.0,0.0,0.0,98.32913618016975,A
Brand: Stradivarius,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,42.857142857142854,15,15,35,5.0,10.0,14.5,11.406857142857143,0.0,0.0,91.1862790373126,A
Brand: Studio Anneloes,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,16.25,17.5,18.75,17.5,0.0,0.0,98.32913618016975,A
Brand: Studio It,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Style,,,,,0.0,0,0,1,24.9,24.9,24.9,24.9,,,,
Brand: Subdued,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,40.0,2,2,5,9.0,12.99,20.0,13.398000000000001,0.0,0.0,88.32913618016975,A
Brand: Sublime,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,20.0,20.0,20.0,20.0,0.0,0.0,98.32913618016975,A
Brand: Sugarhill,,,,,0.0,0,0,1,12.0,12.0,12.0,12.0,,,,
Brand: SuiteBlanco,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,11.675,12.45,13.225,12.45,0.0,0.0,98.32913618016975,A
Brand: SuperTrash,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Surkana,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Susy Mix,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,10.25,13.5,16.75,13.5,0.0,0.0,98.32913618016975,A
Brand: SusyMix,,,,,0.0,0,0,2,6.125,7.25,8.375,7.25,,,,
Brand: Sweet Miss,,,,,0.0,0,0,2,5.25,7.5,9.75,7.5,,,,
Brand: Sweewë,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,20.0,20.0,20.0,20.0,0.0,0.0,98.32913618016975,A
Brand: Swing,,,,,0.0,0,0,1,45.0,45.0,45.0,45.0,,,,
Brand: Sylmée,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,33.8,33.8,33.8,33.8,0.0,0.0,98.32913618016975,A
Brand: Sézane,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,12.5,1,1,8,37.0,65.0,107.5,71.625,0.0,0.0,60.829136180169755,B
Brand: T-Bags,,,,,0.0,0,0,1,45.0,45.0,45.0,45.0,,,,
Brand: TAMAR,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,3.0,3.0,3.0,3.0,0.0,0.0,98.32913618016975,A
Brand: TEX,,,,,0.0,0,0,1,18.0,18.0,18.0,18.0,,,,
Brand: TOY G,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,9.0,9.0,9.0,9.0,0.0,0.0,98.32913618016975,A
Brand: TU Woman,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: Tabula Rasa,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: Tally Weijl,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,12.25,16.5,20.75,16.5,0.0,0.0,98.32913618016975,A
Brand: Talula,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Tara Jarmon,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,28.75,32.5,36.25,32.5,0.0,0.0,98.32913618016975,A
Brand: Tati,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,1.5,1.5,1.5,1.5,0.0,0.0,98.32913618016975,A
Brand: Tendance,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,4,4,4,2.0,7.0,12.0,7.0,0.0,0.0,98.32913618016975,A
Brand: Tenki,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.99,15.99,15.99,15.99,0.0,0.0,98.32913618016975,A
Brand: Tensione In,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Teria Yabar,,,,,0.0,0,0,1,29.0,29.0,29.0,29.0,,,,
Brand: Terranova,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Terre Bleue,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,15.5,16.0,16.5,16.0,0.0,0.0,98.32913618016975,A
Brand: Terre de Marins,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Tessentials,,,,,0.0,0,0,1,17.0,17.0,17.0,17.0,,,,
Brand: Tessuto,,,,,0.0,0,0,2,5.275,6.85,8.425,6.85,,,,
Brand: Tex by Max Azria,,,,,0.0,0,0,1,3.0,3.0,3.0,3.0,,,,
Brand: The Kooples,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,35.0,50.0,75.0,56.666666666666664,0.0,0.0,81.66246951350308,A
Brand: The Sting,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Tienda independiente,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,19.9,19.9,19.9,19.9,0.0,0.0,98.32913618016975,A
Brand: Tiramisu,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Tissaia,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,37.5,3,3,8,5.0,5.5,6.0,5.625,0.0,0.0,85.82913618016975,A
Brand: Tolentino,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: Tom Tailor,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Tommy Hilfiger,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,60.0,3,3,5,20.0,34.0,35.0,27.6,0.0,0.0,98.32913618016975,A
Brand: Tommy Jeans,,,,,0.0,0,0,1,80.0,80.0,80.0,80.0,,,,
Brand: Tonic,,,,,0.0,0,0,1,30.0,30.0,30.0,30.0,,,,
Brand: Topshop,,,,,0.0,0,0,1,14.0,14.0,14.0,14.0,,,,
Brand: Toscane,,,,,0.0,0,0,2,11.0,14.0,17.0,14.0,,,,
Brand: Tous,,,,,0.0,0,0,1,30.0,30.0,30.0,30.0,,,,
Brand: TraditionElle,,,,,0.0,0,0,1,35.0,35.0,35.0,35.0,,,,
Brand: True Spirit,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,2.25,2.5,2.75,2.5,0.0,0.0,98.32913618016975,A
Brand: Twin Set,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,20.0,1,1,5,32.0,35.0,45.0,41.4,0.0,0.0,68.32913618016975,B
Brand: Twin Set by Simona Barbieri,,,,,0.0,0,0,5,20.0,25.0,25.0,25.2,,,,
Brand: UFFICIO 87,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.92,7.92,7.92,7.92,0.0,0.0,98.32913618016975,A
Brand: UNICA,,,,,0.0,0,0,2,3.5,4.0,4.5,4.0,,,,
Brand: UP2FASHION,,,,,0.0,0,0,1,4.0,4.0,4.0,4.0,,,,
Brand: UmbraLace,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,33.9,33.9,33.9,33.9,0.0,0.0,98.32913618016975,A
Brand: Un Deux Trois,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,80.0,80.0,80.0,80.0,0.0,0.0,98.32913618016975,A
Brand: Un Jour Ailleurs,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Unika,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,2.0,2.0,2.0,2.0,0.0,0.0,98.32913618016975,A
Brand: Uniqlo,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Unique,,,,,0.0,0,0,2,46.0,84.0,122.0,84.0,,,,
Brand: United Colors of Benetton,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,6.5,7.0,7.5,7.0,0.0,0.0,98.32913618016975,A
Brand: Urban Behaviour,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.9,12.9,12.9,12.9,0.0,0.0,98.32913618016975,A
Brand: Urban By Gemo,,,,,0.0,0,0,1,3.0,3.0,3.0,3.0,,,,
Brand: Urban Outfitters,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.0,7.0,7.0,7.0,0.0,0.0,98.32913618016975,A
Brand: Valentine,,,,,0.0,0,0,1,6.99,6.99,6.99,6.99,,,,
Brand: Vanessa Bruno,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,11.25,12.5,13.75,12.5,0.0,0.0,98.32913618016975,A
Brand: Vegas,,,,,0.0,0,0,2,6.25,7.5,8.75,7.5,,,,
Brand: Velluto,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Vera & Lucy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,5.0,6.0,9.0,7.333333333333333,0.0,0.0,98.32913618016975,A
Brand: Verano,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Vero Moda,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,70.0,7,7,10,5.25,9.0,13.75,10.64,0.0,0.0,98.32913618016975,A
Brand: Versus,,,,,0.0,0,0,1,90.0,90.0,90.0,90.0,,,,
Brand: VerySimple,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Vestido,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,8.25,10.0,22.495,17.163333333333334,0.0,0.0,98.32913618016975,A
Brand: Vestito,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,55.00000000000001,11,11,20,4.0,5.38,9.75,7.6129999999999995,0.0,0.0,98.32913618016975,A
Brand: Vicolo,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,17.0,17.0,17.0,17.0,0.0,0.0,98.32913618016975,A
Brand: Vila,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,71.42857142857143,5,5,7,10.0,14.0,26.975,17.92142857142857,0.0,0.0,98.32913618016975,A
Brand: Vinceotto,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Vintage,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,46.15384615384615,6,6,13,9.0,14.0,16.0,18.807692307692307,0.0,0.0,94.4829823340159,A
Brand: Vintage Chic,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,90.9090909090909,10,10,11,43.4,45.0,52.9,44.76363636363636,0.0,0.0,98.32913618016975,A
Brand: Vintage Denim,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,17.99,17.99,17.99,17.99,0.0,0.0,98.32913618016975,A
Brand: Vintage Dressing,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,43.90243902439025,18,18,41,7.0,15.0,25.0,20.643658536585367,0.0,0.0,92.23157520456,A
Brand: Vintage Love,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,83.33333333333334,5,5,6,8.0,21.95,49.4,27.61666666666667,0.0,0.0,98.32913618016975,A
Brand: Violeta by MANGO,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Vivienne Westwood,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Vogue,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,1000.0,1000.0,1000.0,1000.0,0.0,0.0,98.32913618016975,A
Brand: Voodoo Vixen,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: WE,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,3,3,3,4.25,4.5,14.75,11.166666666666666,0.0,0.0,98.32913618016975,A
Brand: Weekend Max Mara,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,27.0,27.0,27.0,27.0,0.0,0.0,98.32913618016975,A
Brand: Wendy Trendy,,,,,0.0,0,0,1,39.0,39.0,39.0,39.0,,,,
Brand: White + Warren,,,,,0.0,0,0,1,60.0,60.0,60.0,60.0,,,,
Brand: White Fox Boutique,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,33.0,33.0,33.0,33.0,0.0,0.0,98.32913618016975,A
Brand: Who's That Girl,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,11.0,14.0,17.0,14.0,0.0,0.0,98.32913618016975,A
Brand: Women Only,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,4.0,6.0,8.0,6.0,0.0,0.0,98.32913618016975,A
Brand: Women's Selection,,,,,0.0,0,0,1,14.5,14.5,14.5,14.5,,,,
Brand: Women'secret,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,75.0,3,3,4,6.75,9.0,10.75,8.5,0.0,0.0,98.32913618016975,A
Brand: XDYE,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,22.0,22.0,22.0,22.0,0.0,0.0,98.32913618016975,A
Brand: Y'coo Paris,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: YAS,,,,,0.0,0,0,3,8.0,10.0,12.5,10.333333333333334,,,,
Brand: YAYA,,,,,0.0,0,0,1,18.0,18.0,18.0,18.0,,,,
Brand: YAYA Women,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: YOINS,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.0,7.0,7.0,7.0,0.0,0.0,98.32913618016975,A
Brand: Ydence,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Yessica,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,55.55555555555556,5,5,9,6.0,10.0,17.95,13.661111111111111,0.0,0.0,98.32913618016975,A
Brand: Yesta,,,,,0.0,0,0,1,12.0,12.0,12.0,12.0,,,,
Brand: Youh,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.0,7.0,7.0,7.0,0.0,0.0,98.32913618016975,A
Brand: Yumi,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.0,7.0,7.0,7.0,0.0,0.0,98.32913618016975,A
Brand: Yves Saint Laurent,,,,,0.0,0,0,1,450.0,450.0,450.0,450.0,,,,
Brand: Yzxdorwj,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: ZHDH,,,,,0.0,0,0,1,3.0,3.0,3.0,3.0,,,,
Brand: ZILCH,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,25.0,25.0,25.0,25.0,0.0,0.0,98.32913618016975,A
Brand: ZIP73,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Zadig & Voltaire,,,,,0.0,0,0,1,85.0,85.0,85.0,85.0,,,,
Brand: Zaful,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.99,8.99,8.99,8.99,0.0,0.0,98.32913618016975,A
Brand: Zalando,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,3.5,4.0,4.5,4.0,0.0,0.0,98.32913618016975,A
Brand: Zanzea,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Zara,3.2377156550231483,3.304400167971164,1.3224235816319445,3.9996925851851852,96.90867337926161,5486,5486,5661,5.0,9.0,13.0,10.2313884472708,6.659144393350113,10.0,94.60380724162809,A
Brand: Zeeman,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Zendra,,,,,0.0,0,0,2,11.25,12.5,13.75,12.5,,,,
Brand: Zimo,,,,,0.0,0,0,1,3.0,3.0,3.0,3.0,,,,
Brand: Zizzi,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Zuiki,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,6.0,10.0,12.5,9.0,0.0,0.0,81.66246951350308,A
Brand: aNYplace,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: aaliyahs,,,,,0.0,0,0,1,50.0,50.0,50.0,50.0,,,,
Brand: abayafemme.com,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,17.0,17.0,17.0,17.0,0.0,0.0,98.32913618016975,A
Brand: abito sartoriale,,,,,0.0,0,0,1,22.0,22.0,22.0,22.0,,,,
Brand: adidas,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,20.0,25.0,30.0,25.0,0.0,0.0,98.32913618016975,A
Brand: akac ecou,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: amelieamour,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,25.0,25.0,25.0,25.0,0.0,0.0,98.32913618016975,A
Brand: ardene,,,,,0.0,0,0,1,16.99,16.99,16.99,16.99,,,,
Brand: aucune,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,5.85,8.9,11.95,8.9,0.0,0.0,98.32913618016975,A
Brand: autre,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,11.25,12.5,13.75,12.5,0.0,0.0,98.32913618016975,A
Brand: bdba,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,30.0,30.0,30.0,30.0,0.0,0.0,98.32913618016975,A
Brand: bellove,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: boutique,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: boutique San Francisco,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.9,6.9,6.9,6.9,0.0,0.0,98.32913618016975,A
