segment,dts_median,dts_mean,dts_p25,dts_p75,sell_through_30d_pct,sold_30d_count,total_sold,total_items,price_p25,price_p50,price_p75,price_mean,avg_discount_pct,median_discount_pct,liquidity_score,liquidity_grade
Brand: Hybris,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: I.Code,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,16.0,22.0,25.5,20.333333333333332,0.0,0.0,81.66246951350308,A
Brand: IKKS,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,38.46153846153847,5,5,13,15.0,45.0,55.0,43.46153846153846,0.0,0.0,86.79067464170822,A
Brand: ISTINTI,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,9.0,9.0,9.0,9.0,0.0,0.0,98.32913618016975,A
Brand: IVIVI,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.0,8.0,8.0,8.0,0.0,0.0,98.32913618016975,A
Brand: Iceberg,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Ideal,,,,,0.0,0,0,1,24.0,24.0,24.0,24.0,,,,
Brand: Ikoone&Bianka,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,11.0,11.0,11.0,11.0,0.0,0.0,98.32913618016975,A
Brand: Imperial,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,2,2,6,20.75,59.5,69.75,49.666666666666664,0.0,0.0,81.66246951350308,A
Brand: In April 1986,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: In Extenso,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,60.0,3,3,5,4.0,5.0,6.0,5.598000000000001,0.0,0.0,98.32913618016975,A
Brand: InWear,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,35.0,35.0,35.0,35.0,0.0,0.0,98.32913618016975,A
Brand: Inconnu,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Independent,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,40.0,40.0,40.0,40.0,0.0,0.0,98.32913618016975,A
Brand: Indian,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,82.0,82.0,82.0,82.0,0.0,0.0,98.32913618016975,A
Brand: Inside,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,17.25,17.5,17.75,17.5,0.0,0.0,98.32913618016975,A
Brand: Intimissimi,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,25.0,1,1,4,2.0,11.0,21.25,12.25,0.0,0.0,73.32913618016975,B
Brand: Intrend,,,,,0.0,0,0,2,9.75,11.5,13.25,11.5,,,,
Brand: Isabel Marant,,,,,0.0,0,0,2,82.5,85.0,87.5,85.0,,,,
Brand: Isabel Marant Étoile,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,69.0,69.0,69.0,69.0,0.0,0.0,98.32913618016975,A
Brand: Isabelle Blanche,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Italy Moda,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,11.99,11.99,11.99,11.99,0.0,0.0,98.32913618016975,A
Brand: JA27 MODA,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: JBC,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,13.0,13.0,13.0,13.0,0.0,0.0,98.32913618016975,A
Brand: JDY,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,3,3,6,10.375,11.75,12.375,11.25,0.0,0.0,98.32913618016975,A
Brand: JUSTOR,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Jacqueline Riu,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,83.33333333333334,5,5,6,4.5,7.0,18.5,10.75,0.0,0.0,98.32913618016975,A
Brand: Jacqueline de Yong,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,2.0,2.0,2.0,2.0,0.0,0.0,98.32913618016975,A
Brand: Javier Simorra,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: Jazz,,,,,0.0,0,0,1,19.99,19.99,19.99,19.99,,,,
Brand: Je me souviens plus,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.0,4.0,4.0,4.0,0.0,0.0,98.32913618016975,A
Brand: Je ne sais quoi,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,3.0,3.0,3.0,3.0,0.0,0.0,98.32913618016975,A
Brand: Jennifer,,,,,0.0,0,0,3,8.5,10.0,19.0,15.0,,,,
Brand: Jennyfer,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,3,3,9,2.5,4.5,6.0,5.388888888888889,0.0,0.0,81.66246951350308,A
Brand: Jestoms,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.0,8.0,8.0,8.0,0.0,0.0,98.32913618016975,A
Brand: John & Tina,,,,,0.0,0,0,1,12.5,12.5,12.5,12.5,,,,
Brand: John Baner,,,,,0.0,0,0,1,8.0,8.0,8.0,8.0,,,,
Brand: Josefa Rivas,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,35.0,35.0,35.0,35.0,0.0,0.0,98.32913618016975,A
Brand: Joseph Ribkoff,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,27.5,35.0,42.5,35.0,0.0,0.0,98.32913618016975,A
Brand: Juan Avellaneda,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,69.0,69.0,69.0,69.0,0.0,0.0,98.32913618016975,A
Brand: Jubylee,,,,,0.0,0,0,1,3.0,3.0,3.0,3.0,,,,
Brand: Jucca,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,24.7425,32.495,40.2475,32.495,0.0,0.0,98.32913618016975,A
Brand: Juju & Christine,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: Julia,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.0,7.0,7.0,7.0,0.0,0.0,98.32913618016975,A
Brand: Julia June,,,,,0.0,0,0,1,35.0,35.0,35.0,35.0,,,,
Brand: Junarose,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,3.0,3.0,3.0,3.0,0.0,0.0,98.32913618016975,A
Brand: Jus d'Orange,,,,,0.0,0,0,2,17.0,24.0,31.0,24.0,,,,
Brand: K Woman,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,1.25,1.5,1.75,1.5,0.0,0.0,98.32913618016975,A
Brand: K-DESIGN,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,75.0,3,3,4,8.75,11.5,15.375,12.625,0.0,0.0,98.32913618016975,A
Brand: KOOKAÏ,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,72.72727272727273,8,8,11,10.0,12.0,15.0,12.990909090909092,0.0,0.0,98.32913618016975,A
Brand: Kaan,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,20.0,20.0,20.0,20.0,0.0,0.0,98.32913618016975,A
Brand: Kaos,,,,,0.0,0,0,2,19.25,24.5,29.75,24.5,,,,
Brand: Kaporal,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,40.0,2,2,5,8.0,8.0,10.0,10.2,0.0,0.0,88.32913618016975,A
Brand: Karen Millen,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,4,4,6,16.25,24.5,36.5,27.166666666666668,0.0,0.0,98.32913618016975,A
Brand: Karl Marc John,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,14.25,18.5,22.75,18.5,0.0,0.0,98.32913618016975,A
Brand: Kate Moss,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Kaylla,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,6.75,9.0,34.0,24.166666666666668,0.0,0.0,81.66246951350308,A
Brand: Kiabi,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,50.0,13,13,26,2.25,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Kilky,,,,,0.0,0,0,2,7.5,10.0,12.5,10.0,,,,
Brand: Killstar,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,20.0,20.0,20.0,20.0,0.0,0.0,98.32913618016975,A
Brand: King Louie,,,,,0.0,0,0,5,14.99,19.0,19.0,17.098000000000003,,,,
Brand: Kitana,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,18.0,18.0,18.0,18.0,0.0,0.0,98.32913618016975,A
Brand: LH,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,6.25,10.0,13.75,10.0,0.0,0.0,98.32913618016975,A
Brand: LIST,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.92,7.92,7.92,7.92,0.0,0.0,98.32913618016975,A
Brand: LITTLE MISS CAPTAIN,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.0,8.0,8.0,8.0,0.0,0.0,98.32913618016975,A
Brand: LM LULU,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,17.0,17.0,17.0,17.0,0.0,0.0,98.32913618016975,A
Brand: La Boutique,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,14.0,14.0,14.0,14.0,0.0,0.0,98.32913618016975,A
Brand: La City,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,16.0,16.0,16.0,16.0,0.0,0.0,98.32913618016975,A
Brand: La Fee Maraboutee,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,11.5,12.0,12.0,11.666666666666666,0.0,0.0,81.66246951350308,A
Brand: La Fiancée du Mekong,,,,,0.0,0,0,1,4.0,4.0,4.0,4.0,,,,
Brand: La Halle,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,5.0,6.0,7.0,6.0,0.0,0.0,98.32913618016975,A
Brand: La Mode Est À Vous,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: La Modeuse,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.0,4.0,4.0,4.0,0.0,0.0,98.32913618016975,A
Brand: La Morena,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,13.9,13.9,13.9,13.9,0.0,0.0,98.32913618016975,A
Brand: La Petite Française,,,,,0.0,0,0,1,13.0,13.0,13.0,13.0,,,,
Brand: La Redoute,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,2,2,4,4.5,10.0,15.25,9.75,0.0,0.0,98.32913618016975,A
Brand: La Sisters,,,,,0.0,0,0,1,28.5,28.5,28.5,28.5,,,,
Brand: La petite étoile,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,18.0,18.0,18.0,18.0,0.0,0.0,98.32913618016975,A
Brand: LaLotti,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Lady Lol,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.0,4.0,4.0,4.0,0.0,0.0,98.32913618016975,A
Brand: Lady Pipa,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,83.75,92.5,101.25,92.5,0.0,0.0,98.32913618016975,A
Brand: Lady88,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Lakeland,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,24.0,24.0,24.0,24.0,0.0,0.0,98.32913618016975,A
Brand: Laltramoda,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Latino,,,,,0.0,0,0,1,35.0,35.0,35.0,35.0,,,,
Brand: Laura Ashley,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Laura Clément,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,4.85,5.9,6.95,5.9,0.0,0.0,98.32913618016975,A
Brand: Laura Scott,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.5,4.5,4.5,4.5,0.0,0.0,98.32913618016975,A
Brand: Laura Torelli,,,,,0.0,0,0,1,8.0,8.0,8.0,8.0,,,,
Brand: Laura di Sarpi,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: Lauren Ralph Lauren,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,28.0,28.0,28.0,28.0,0.0,0.0,98.32913618016975,A
Brand: Lazy Oaf,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Le Garage Mode,,,,,0.0,0,0,1,9.0,9.0,9.0,9.0,,,,
Brand: Le Temps des Cerises,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,75.0,3,3,4,16.0,20.0,20.0,16.0,0.0,0.0,98.32913618016975,A
Brand: Lebasi,,,,,0.0,0,0,1,22.0,22.0,22.0,22.0,,,,
Brand: Lefties,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,50.0,6,6,12,3.0,8.5,10.0,8.207500000000001,0.0,0.0,98.32913618016975,A
Brand: Les Petites Bombes,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,3,3,3,8.5,10.0,12.5,10.666666666666666,0.0,0.0,98.32913618016975,A
Brand: Les Soeurs,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Levi Strauss & Co.,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Levi's,3.9996925851851852,4.372298427964748,2.6200112977546297,6.937032156261574,99.96822370511599,3146,3146,3147,12.0,19.0,26.95,21.922554814108675,14.130533313865557,16.666666666666664,93.33384569135802,A
Brand: Liberto,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Liberty Island,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,3.0,3.0,3.0,3.0,0.0,0.0,98.32913618016975,A
Brand: Lilai,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: Lili & Lala,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Lili Sidonio,,,,,0.0,0,0,1,29.0,29.0,29.0,29.0,,,,
Brand: Lilie Rose,,,,,0.0,0,0,3,3.0,3.0,7.5,6.0,,,,
Brand: Linea Loresi,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.0,7.0,7.0,7.0,0.0,0.0,98.32913618016975,A
Brand: Linea Tesini,,,,,0.0,0,0,1,2.5,2.5,2.5,2.5,,,,
Brand: Lipstick,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: Lipsy,,,,,0.0,0,0,2,11.7425,12.495000000000001,13.2475,12.495000000000001,,,,
Brand: Little Miss,,,,,0.0,0,0,1,2.5,2.5,2.5,2.5,,,,
Brand: Little Mistress,,,,,0.0,0,0,1,48.0,48.0,48.0,48.0,,,,
Brand: Liu Jo,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,28.57142857142857,2,2,7,18.5,20.0,42.0,30.857142857142858,0.0,0.0,76.90056475159832,A
Brand: Liz Devy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,2.0,2.0,2.0,2.0,0.0,0.0,98.32913618016975,A
Brand: Lizalù,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.0,8.0,8.0,8.0,0.0,0.0,98.32913618016975,A
Brand: Loavies,,,,,0.0,0,0,2,17.2475,19.494999999999997,21.7425,19.494999999999997,,,,
Brand: Local,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,42.30769230769231,33,33,78,6.0,12.0,17.75,13.09448717948718,0.0,0.0,90.63682848786206,A
Brand: Lola,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,40.0,40.0,40.0,40.0,0.0,0.0,98.32913618016975,A
Brand: Lola Espeleta,,,,,0.0,0,0,1,7.0,7.0,7.0,7.0,,,,
Brand: LolaLiza,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,62.5,5,5,8,11.25,14.5,16.0,13.625,0.0,0.0,98.32913618016975,A
Brand: Loriblu,,,,,0.0,0,0,1,12.0,12.0,12.0,12.0,,,,
Brand: Louis Vuitton,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,5,5,5,1.0,1.0,93.0,39.0,0.0,0.0,98.32913618016975,A
Brand: Louise Misha,,,,,0.0,0,0,1,50.0,50.0,50.0,50.0,,,,
Brand: Love Triangle,,,,,0.0,0,0,1,45.0,45.0,45.0,45.0,,,,
Brand: Lpb,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,4.5,5.0,5.0,4.666666666666667,0.0,0.0,81.66246951350308,A
Brand: LuLu´s,,,,,0.0,0,0,1,35.0,35.0,35.0,35.0,,,,
Brand: Lucas & Emma,,,,,0.0,0,0,1,50.0,50.0,50.0,50.0,,,,
Brand: Luisa Spagnoli,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,34.5,49.0,50.5,40.333333333333336,0.0,0.0,98.32913618016975,A
Brand: Lulu Castagnette,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Lulu Love,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,9.0,9.0,9.0,9.0,0.0,0.0,98.32913618016975,A
Brand: Lumina,,,,,0.0,0,0,2,5.125,5.75,6.375,5.75,,,,
Brand: Luxury Style,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,17.6,17.6,17.6,17.6,0.0,0.0,98.32913618016975,A
Brand: Lv Clothing,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Lvcilia,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: M&C,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.0,8.0,8.0,8.0,0.0,0.0,98.32913618016975,A
Brand: M&D Fashion,,,,,0.0,0,0,1,16.0,16.0,16.0,16.0,,,,
Brand: M&S Mode,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: M&V,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.0,8.0,8.0,8.0,0.0,0.0,98.32913618016975,A
Brand: MAX&Co.,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,40.0,2,2,5,21.0,29.99,30.0,30.998,0.0,0.0,88.32913618016975,A
Brand: MDL,,,,,0.0,0,0,1,38.0,38.0,38.0,38.0,,,,
Brand: MINORITY,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: MISS CAPTAIN TREND,,,,,0.0,0,0,1,8.0,8.0,8.0,8.0,,,,
Brand: MLC collection,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,25.0,25.0,25.0,25.0,0.0,0.0,98.32913618016975,A
Brand: MLN,,,,,0.0,0,0,1,9.0,9.0,9.0,9.0,,,,
Brand: MNG,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: MNG Suit,,,,,0.0,0,0,2,12.0,12.0,12.0,12.0,,,,
Brand: MOCHY,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,25.0,25.0,25.0,25.0,0.0,0.0,98.32913618016975,A
Brand: MODAVISTA,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: MOMENT,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.0,8.0,8.0,8.0,0.0,0.0,98.32913618016975,A
Brand: MS Mode,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Ma+,,,,,0.0,0,0,1,6.0,6.0,6.0,6.0,,,,
Brand: Made,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,10.0,11.0,12.0,11.0,0.0,0.0,98.32913618016975,A
Brand: Made In Italy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,54.0,27,27,50,5.0,10.0,18.0,35.887,0.0,0.0,98.32913618016975,A
Brand: Mademoiselle R,,,,,0.0,0,0,1,7.5,7.5,7.5,7.5,,,,
Brand: Mado et les Autres,,,,,0.0,0,0,1,9.99,9.99,9.99,9.99,,,,
Brand: Magdalena,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.5,4.5,4.5,4.5,0.0,0.0,98.32913618016975,A
Brand: Maggie Sweet,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,13.75,17.5,21.25,17.5,0.0,0.0,98.32913618016975,A
Brand: Maglia,,,,,0.0,0,0,2,3.125,4.75,6.375,4.75,,,,
Brand: Magna,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.95,4.95,4.95,4.95,0.0,0.0,98.32913618016975,A
Brand: Magnifique,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,25.0,1,1,4,13.75,17.5,20.0,16.25,0.0,0.0,73.32913618016975,B
Brand: Maison,,,,,0.0,0,0,1,13.0,13.0,13.0,13.0,,,,
Brand: Maison 123,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,15.0,20.0,45.0,33.333333333333336,0.0,0.0,98.32913618016975,A
Brand: Maje,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,27.27272727272727,3,3,11,34.5,40.0,80.0,59.36363636363637,0.0,0.0,75.60186345289702,A
Brand: Majorelle,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,50.0,50.0,50.0,50.0,0.0,0.0,98.32913618016975,A
Brand: Malloni,,,,,0.0,0,0,1,50.0,50.0,50.0,50.0,,,,
Brand: Mamouchka,,,,,0.0,0,0,2,6.25,7.5,8.75,7.5,,,,
Brand: Mango,3.995064942337963,3.6141278442465796,1.6619066187037037,3.9996925851851852,99.04761904761905,4576,4576,4620,5.0,8.0,12.0,10.132398268398267,10.227931865224434,16.666666666666664,93.34155842943673,A
Brand: Manila Grace,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Manoukian,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,14.5,15.0,17.5,16.333333333333332,0.0,0.0,98.32913618016975,A
Brand: Marbella,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Marcelino,,,,,0.0,0,0,1,28.0,28.0,28.0,28.0,,,,
Brand: Marciano,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,50.0,50.0,50.0,50.0,0.0,0.0,98.32913618016975,A
Brand: Marella,,,,,0.0,0,0,2,20.5,27.0,33.5,27.0,,,,
Brand: Margaux Lonnberg,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,32.0,32.0,32.0,32.0,0.0,0.0,98.32913618016975,A
Brand: Marie Mero,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Marina,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,52.9,52.9,52.9,52.9,0.0,0.0,98.32913618016975,A
Brand: Marina Babini,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,35.0,35.0,35.0,35.0,0.0,0.0,98.32913618016975,A
Brand: Marina Rinaldi,,,,,0.0,0,0,1,100.0,100.0,100.0,100.0,,,,
Brand: Marithé + François Girbaud,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,92.5,115.0,137.5,115.0,0.0,0.0,98.32913618016975,A
Brand: Marks & Spencer,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Markup,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Marokkaanse henna,,,,,0.0,0,0,1,215.0,215.0,215.0,215.0,,,,
Brand: Marta Palmieri,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Marti collection,,,,,0.0,0,0,1,45.0,45.0,45.0,45.0,,,,
Brand: Masscob,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Massimo Dutti,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,4,4,6,28.0,38.5,40.0,37.0,0.0,0.0,98.32913618016975,A
Brand: Max Mara,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,20.0,1,1,5,35.0,40.0,50.0,49.0,0.0,0.0,68.32913618016975,B
Brand: Max Studio,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.0,8.0,8.0,8.0,0.0,0.0,98.32913618016975,A
